MatchID,InningsNo,Team,PlayerName,MatchPlayingOrder,BowlerName,OutDesc,Runs,Balls,DotBalls,Ones,Twos,Threes,Fours,Sixes,StrikeRate,WicketNo,AgainstFast,AgainstSpin
11,1,PBSK,Jitesh Sharma,7,Dwaine Pretorius,c Robin Uthappa b Dwaine Pretorius,26,17,7,6,1,0,0,3,152.94,1.0,9,8
11,1,PBSK,Shahrukh Khan,9,Chris Jordan,c Dwaine Pretorius b Chris Jordan,6,11,6,4,1,0,0,0,54.55,3.0,4,7
11,1,PBSK,Odean Smith,6,Chris Jordan,c Dwayne Bravo b Chris Jordan,3,7,4,3,0,0,0,0,42.86,8.0,7,0
11,1,PBSK,Kagiso Rabada,1,,not out,12,12,5,4,2,0,1,0,100.00,,12,0
11,1,PBSK,Rahul Chahar,3,Dwaine Pretorius,c Dwayne Bravo b Dwaine Pretorius,12,8,4,2,0,0,1,1,150.00,7.0,8,0
11,1,PBSK,Vaibhav Arora,2,,not out,1,2,1,1,0,0,0,0,50.00,,2,0
11,1,PBSK,Arshdeep Singh,11,,,0,0,0,0,0,0,0,0,-,,0,0
11,2,CSK,Robin Uthappa,1,Vaibhav Arora,c Mayank Agarwal b Vaibhav Arora,13,10,4,3,1,0,2,0,130.00,8.0,10,0
11,2,CSK,Ruturaj  Gaikwad,2,Kagiso Rabada,c Shikhar Dhawan b Kagiso Rabada,1,4,3,1,0,0,0,0,25.00,3.0,4,0
11,2,CSK,Moeen Ali,3,Vaibhav Arora,b Vaibhav Arora,0,2,2,0,0,0,0,0,0.00,9.0,2,0
11,2,CSK,Ambati Rayudu,5,Odean Smith,c Jitesh Sharma b Odean Smith,13,21,14,5,0,0,2,0,61.90,2.0,21,0
11,2,CSK,Ravindra Jadeja,6,Arshdeep Singh,b Arshdeep Singh,0,3,3,0,0,0,0,0,0.00,10.0,3,0
11,2,CSK,Shivam Dube,4,Liam Livingstone,c Arshdeep Singh b Liam Livingstone,57,30,8,11,2,0,6,3,190.00,4.0,19,10
11,2,CSK,MS Dhoni,7,Rahul Chahar,c Jitesh Sharma b Rahul Chahar,23,28,13,13,0,0,1,1,82.14,1.0,7,20
11,2,CSK,Dwayne Bravo,9,Liam Livingstone,c & b Liam Livingstone,0,1,1,0,0,0,0,0,0.00,7.0,0,1
11,2,CSK,Dwaine Pretorius,8,Rahul Chahar,c Arshdeep Singh b Rahul Chahar,8,4,2,0,1,0,0,1,200.00,5.0,0,4
11,2,CSK,Chris Jordan,10,Rahul Chahar,c Liam Livingstone b Rahul Chahar,5,5,2,1,2,0,0,0,100.00,6.0,0,5
11,2,CSK,Mukesh Choudhary,11,,not out,2,2,0,2,0,0,0,0,100.00,,0,2
12,1,LSG,K L Rahul,1,T Natarajan,lbw T Natarajan,68,50,12,24,7,0,6,1,136.00,8.0,37,13
12,1,LSG,Quinton De Kock,2,Washington Sundar,c Kane Williamson b Washington Sundar,1,4,3,1,0,0,0,0,25.00,4.0,2,2
12,1,LSG,Evin Lewis,4,Washington Sundar,lbw Washington Sundar,1,5,4,1,0,0,0,0,20.00,6.0,2,3
12,1,LSG,Manish Pandey,3,Romario Shepherd,c Bhuvneshwar Kumar b Romario Shepherd,11,10,7,1,0,0,1,1,110.00,2.0,5,5
12,1,LSG,Deepak Hooda,5,Romario Shepherd,c Rahul Tripathi b Romario Shepherd,51,33,8,17,2,0,3,3,154.55,3.0,28,5
12,1,LSG,Ayush Badoni,6,Romario Shepherd,run out (Nicholas Pooran),19,12,3,5,1,0,3,0,158.33,1.0,10,2
12,1,LSG,Krunal Pandya,7,T Natarajan,b T Natarajan,6,3,1,0,1,0,1,0,200.00,7.0,3,0
12,1,LSG,Jason Holder,8,,not out,8,3,0,2,0,0,0,1,266.67,,3,0
12,1,LSG,Andrew Tye,9,,,0,0,0,0,0,0,0,0,-,,0,0
12,1,LSG,Avesh Khan,10,,,0,0,0,0,0,0,0,0,-,,0,0
12,1,LSG,Ravi Bishnoi,11,,,0,0,0,0,0,0,0,0,-,,0,0
12,2,SRH,Abhishek Sharma,2,Avesh Khan,c Manish Pandey b Avesh Khan,13,11,4,5,0,0,2,0,118.18,1.0,9,2
12,2,SRH,Kane Williamson,1,Avesh Khan,c Andrew Tye b Avesh Khan,16,16,8,6,0,0,1,1,100.00,7.0,12,4
12,2,SRH,Rahul Tripathi,3,Krunal Pandya,c Ravi Bishnoi b Krunal Pandya,44,30,10,11,2,1,5,1,146.67,8.0,16,14
12,2,SRH,Aiden Markram,5,Krunal Pandya,c K L Rahul b Krunal Pandya,12,14,3,10,1,0,0,0,85.71,5.0,3,10
12,2,SRH,Nicholas Pooran,4,Avesh Khan,c Deepak Hooda b Avesh Khan,34,24,9,10,0,0,3,2,141.67,6.0,12,12
12,2,SRH,Washington Sundar,8,Jason Holder,c K L Rahul b Jason Holder,18,14,2,9,1,1,1,0,128.57,4.0,8,6
12,2,SRH,Abdul Samad,6,Avesh Khan,c Quinton De Kock b Avesh Khan,0,1,1,0,0,0,0,0,0.00,3.0,1,0
12,2,SRH,Romario Shepherd,7,Jason Holder,c Ayush Badoni b Jason Holder,8,8,5,2,0,0,0,1,100.00,9.0,8,0
12,2,SRH,Bhuvneshwar Kumar,9,Jason Holder,c Quinton De Kock b Jason Holder,1,2,1,1,0,0,0,0,50.00,2.0,2,0
12,2,SRH,Umran Malik,11,,not out,1,1,0,1,0,0,0,0,100.00,,1,0
12,2,SRH,T Natarajan,10,,,0,0,0,0,0,0,0,0,-,,0,0
13,1,RR,Jos Buttler,1,,not out,70,47,11,26,4,0,0,6,148.94,,39,7
13,1,RR,Yashasvi Jaiswal,2,David Willey,b David Willey,4,6,3,2,1,0,0,0,66.67,10.0,6,0
13,1,RR,Devdutt Padikkal,3,Harshal Patel,c Virat Kohli b Harshal Patel,37,29,13,7,5,0,2,2,127.59,1.0,26,3
13,1,RR,Sanju Samson,4,Wanindu Hasaranga,c & b Wanindu Hasaranga,8,8,5,2,0,0,0,1,100.00,2.0,4,4
13,1,RR,Shimron Hetmyer,5,,not out,42,31,12,12,1,0,4,2,135.48,,21,10
13,1,RR,Riyan Parag,6,,,0,0,0,0,0,0,0,0,-,,0,0
13,1,RR,Ravichandran Ashwin,7,,,0,0,0,0,0,0,0,0,-,,0,0
13,1,RR,Navdeep Saini,8,,,0,0,0,0,0,0,0,0,-,,0,0
13,1,RR,Prasidh Krishna,9,,,0,0,0,0,0,0,0,0,-,,0,0
13,1,RR,Trent Boult,10,,,0,0,0,0,0,0,0,0,-,,0,0
13,1,RR,Yuzvendra Chahal,11,,,0,0,0,0,0,0,0,0,-,,0,0
13,2,RCB,Faf Du Plessis,1,Yuzvendra Chahal,c Trent Boult b Yuzvendra Chahal,29,20,7,7,1,0,5,0,145.00,4.0,11,9
13,2,RCB,Anuj Rawat,2,Navdeep Saini,c Sanju Samson b Navdeep Saini,26,25,11,10,0,0,4,0,104.00,2.0,16,9
13,2,RCB,Virat Kohli,3,Yuzvendra Chahal,run out (Sanju Samson),5,6,2,3,1,0,0,0,83.33,1.0,3,3
13,2,RCB,David Willey,7,Yuzvendra Chahal,b Yuzvendra Chahal,0,2,2,0,0,0,0,0,0.00,11.0,0,2
13,2,RCB,Sherfane Rutherford,4,Trent Boult,c Navdeep Saini b Trent Boult,5,10,5,5,0,0,0,0,50.00,3.0,3,7
13,2,RCB,Shahbaz Ahmed,6,Trent Boult,b Trent Boult,45,26,9,9,1,0,4,3,173.08,9.0,17,9
13,2,RCB,Dinesh Karthik,5,,not out,44,23,6,8,1,0,7,1,191.30,,13,9
13,2,RCB,Harshal Patel,9,,not out,9,4,0,3,0,0,0,1,225.00,,3,1
13,2,RCB,Wanindu Hasaranga,8,,,0,0,0,0,0,0,0,0,-,,0,0
13,2,RCB,Mohammed Siraj,10,,,0,0,0,0,0,0,0,0,-,,0,0
13,2,RCB,Akash Deep,11,,,0,0,0,0,0,0,0,0,-,,0,0
14,1,MI,Rohit Sharma,2,Umesh Yadav,c Sam Billings b Umesh Yadav,3,12,9,3,0,0,0,0,25.00,2.0,12,0
14,1,MI,Ishan Kishan,1,Pat Cummins,c Shreyas Iyer b Pat Cummins,14,21,11,8,1,0,1,0,66.67,4.0,13,8
14,1,MI,Dewald Brevis,7,Varun Chakaravarthy,st Sam Billings b Varun Chakaravarthy,29,19,7,7,1,0,2,2,152.63,3.0,12,7
14,1,MI,Suryakumar Yadav,3,Pat Cummins,c Sam Billings b Pat Cummins,52,36,11,16,2,0,5,2,144.44,1.0,15,21
14,1,MI,Tilak Varma,4,,not out,38,27,8,14,0,0,3,2,140.74,,15,12
14,1,MI,Kieron Pollard,6,,not out,22,5,0,0,2,0,0,3,440.00,,5,0
14,1,MI,Daniel Sams,5,,,0,0,0,0,0,0,0,0,-,,0,0
14,1,MI,Tymal Mills,8,,,0,0,0,0,0,0,0,0,-,,0,0
14,1,MI,Murugan Ashwin,9,,,0,0,0,0,0,0,0,0,-,,0,0
14,1,MI,Jasprit Bumrah,10,,,0,0,0,0,0,0,0,0,-,,0,0
14,1,MI,Basil Thampi,11,,,0,0,0,0,0,0,0,0,-,,0,0
14,2,KKR,Ajinkya Rahane,1,Tymal Mills,c Daniel Sams b Tymal Mills,7,11,5,5,1,0,0,0,63.64,3.0,11,0
14,2,KKR,Venkatesh Iyer,2,,not out,50,41,17,14,3,0,6,1,121.95,,31,10
14,2,KKR,Shreyas Iyer,3,Daniel Sams,c Tilak Varma b Daniel Sams,10,6,3,0,1,0,2,0,166.67,5.0,6,0
14,2,KKR,Sam Billings,4,Murugan Ashwin,c Basil Thampi b Murugan Ashwin,17,12,5,5,0,0,0,2,141.67,1.0,4,8
14,2,KKR,Nitish Rana,5,Murugan Ashwin,c Daniel Sams b Murugan Ashwin,8,7,4,2,0,0,0,1,114.29,2.0,3,4
14,2,KKR,Andre Russell,6,Tymal Mills,c Dewald Brevis b Tymal Mills,11,5,2,1,0,0,1,1,220.00,4.0,3,2
14,2,KKR,Pat Cummins,8,,not out,56,15,2,2,1,0,4,6,373.33,,14,0
14,2,KKR,Sunil Narine,7,,,0,0,0,0,0,0,0,0,-,,0,0
14,2,KKR,Rasikh Salam,9,,,0,0,0,0,0,0,0,0,-,,0,0
14,2,KKR,Umesh Yadav,10,,,0,0,0,0,0,0,0,0,-,,0,0
14,2,KKR,Varun Chakaravarthy,11,,,0,0,0,0,0,0,0,0,-,,0,0
15,1,DC,Prithvi Shaw,1,Krishnappa Gowtham,c Quinton De Kock b Krishnappa Gowtham,61,34,14,6,2,1,9,2,179.41,1.0,18,16
15,1,DC,David Warner,2,Ravi Bishnoi,c Ayush Badoni b Ravi Bishnoi,4,12,8,4,0,0,0,0,33.33,2.0,6,6
15,1,DC,Rovman Powell,5,Ravi Bishnoi,b Ravi Bishnoi,3,10,7,3,0,0,0,0,30.00,10.0,0,10
15,1,DC,Rishabh Pant,4,,not out,39,36,16,15,0,0,3,2,108.33,,18,18
15,1,DC,Sarfaraz Khan,3,,not out,36,28,5,16,4,0,3,0,128.57,,18,10
15,1,DC,Lalit Yadav,6,,,0,0,0,0,0,0,0,0,-,,0,0
15,1,DC,Axar Patel,7,,,0,0,0,0,0,0,0,0,-,,0,0
15,1,DC,Shardul Thakur,8,,,0,0,0,0,0,0,0,0,-,,0,0
15,1,DC,Kuldeep Yadav,9,,,0,0,0,0,0,0,0,0,-,,0,0
15,1,DC,Anrich Nortje,10,,,0,0,0,0,0,0,0,0,-,,0,0
15,1,DC,Mustafizur Rahman,11,,,0,0,0,0,0,0,0,0,-,,0,0
15,2,LSG,K L Rahul,1,Kuldeep Yadav,c Prithvi Shaw b Kuldeep Yadav,24,25,10,12,1,0,1,1,96.00,4.0,9,16
15,2,LSG,Quinton De Kock,2,Kuldeep Yadav,c Sarfaraz Khan b Kuldeep Yadav,80,52,14,22,5,0,9,2,153.85,2.0,26,25
15,2,LSG,Evin Lewis,3,Lalit Yadav,c Kuldeep Yadav b Lalit Yadav,5,13,8,5,0,0,0,0,38.46,3.0,0,13
15,2,LSG,Deepak Hooda,4,Shardul Thakur,c Axar Patel b Shardul Thakur,11,13,4,7,2,0,0,0,84.62,1.0,8,4
15,2,LSG,Krunal Pandya,6,,not out,19,14,4,5,4,0,0,1,135.71,,14,0
15,2,LSG,Ayush Badoni,5,,not out,10,3,1,0,0,0,1,1,333.33,,3,0
15,2,LSG,Jason Holder,7,,,0,0,0,0,0,0,0,0,-,,0,0
15,2,LSG,Krishnappa Gowtham,8,,,0,0,0,0,0,0,0,0,-,,0,0
15,2,LSG,Andrew Tye,9,,,0,0,0,0,0,0,0,0,-,,0,0
15,2,LSG,Avesh Khan,10,,,0,0,0,0,0,0,0,0,-,,0,0
15,2,LSG,Ravi Bishnoi,11,,,0,0,0,0,0,0,0,0,-,,0,0
16,1,PBSK,Mayank Agarwal,2,Hardik Pandya,c Rashid Khan b Hardik Pandya,5,9,7,1,0,0,1,0,55.56,3.0,9,0
16,1,PBSK,Shikhar Dhawan,1,Rashid Khan,c Matthew Wade b Rashid Khan,35,30,11,11,4,0,4,0,116.67,5.0,21,9
16,1,PBSK,Jonny Bairstow,3,Lockie Ferguson,c Rahul Tewatia b Lockie Ferguson,8,8,6,0,0,0,2,0,100.00,1.0,8,0
16,1,PBSK,Liam Livingstone,4,Rashid Khan,c David Miller b Rashid Khan,64,27,4,12,0,0,7,4,237.04,2.0,18,9
16,1,PBSK,Jitesh Sharma,5,Darshan Nalkande,c Shubman Gill b Darshan Nalkande,23,11,4,2,1,1,1,2,209.09,6.0,4,7
16,1,PBSK,Odean Smith,7,Darshan Nalkande,c Shubman Gill b Darshan Nalkande,0,1,1,0,0,0,0,0,0.00,7.0,1,0
16,1,PBSK,Shahrukh Khan,6,Rashid Khan,lbw Rashid Khan,15,8,3,3,0,0,0,2,187.50,11.0,5,3
16,1,PBSK,Kagiso Rabada,8,Lockie Ferguson,run out (Mohammad Shami),1,1,0,1,0,0,0,0,100.00,4.0,0,1
16,1,PBSK,Rahul Chahar,9,,not out,22,14,4,6,1,0,2,1,157.14,,13,1
16,1,PBSK,Vaibhav Arora,11,Mohammad Shami,b Mohammad Shami,2,6,4,2,0,0,0,0,33.33,10.0,6,0
16,1,PBSK,Arshdeep Singh,10,,not out,10,5,1,1,1,1,1,0,200.00,,5,0
16,2,GT,Matthew Wade,1,Kagiso Rabada,c Jonny Bairstow b Kagiso Rabada,6,7,4,2,0,0,1,0,85.71,2.0,7,0
16,2,GT,Shubman Gill,2,Kagiso Rabada,c Mayank Agarwal b Kagiso Rabada,96,59,11,26,10,0,11,1,162.71,3.0,41,18
16,2,GT,Sai Sudharsan,3,Rahul Chahar,c Mayank Agarwal b Rahul Chahar,35,30,12,13,0,0,4,1,116.67,4.0,25,5
16,2,GT,Hardik Pandya,4,Odean Smith,run out (Jonny Bairstow),27,18,6,7,0,0,5,0,150.00,1.0,10,7
16,2,GT,David Miller,5,,not out,6,4,1,2,0,0,1,0,150.00,,4,0
16,2,GT,Rahul Tewatia,6,,not out,13,3,0,1,0,0,0,2,433.33,,3,0
16,2,GT,Abhinav Manohar,7,,,0,0,0,0,0,0,0,0,-,,0,0
16,2,GT,Rashid Khan,8,,,0,0,0,0,0,0,0,0,-,,0,0
16,2,GT,Lockie Ferguson,9,,,0,0,0,0,0,0,0,0,-,,0,0
16,2,GT,Mohammad Shami,10,,,0,0,0,0,0,0,0,0,-,,0,0
16,2,GT,Darshan Nalkande,11,,,0,0,0,0,0,0,0,0,-,,0,0
17,1,CSK,Robin Uthappa,2,Washington Sundar,c Aiden Markram b Washington Sundar,15,11,5,1,2,2,1,0,136.36,2.0,10,1
17,1,CSK,Ruturaj  Gaikwad,1,T Natarajan,b T Natarajan,16,13,7,2,1,0,3,0,123.08,7.0,9,4
17,1,CSK,Moeen Ali,3,Aiden Markram,c Rahul Tripathi b Aiden Markram,48,35,10,16,4,0,3,2,137.14,1.0,21,14
17,1,CSK,Ambati Rayudu,4,Washington Sundar,c Aiden Markram b Washington Sundar,27,27,12,11,0,0,4,0,100.00,3.0,20,7
17,1,CSK,Shivam Dube,6,T Natarajan,c Umran Malik b T Natarajan,3,5,2,3,0,0,0,0,60.00,4.0,2,3
17,1,CSK,Ravindra Jadeja,5,Bhuvneshwar Kumar,c Kane Williamson b Bhuvneshwar Kumar,23,15,5,5,2,0,2,1,153.33,6.0,14,1
17,1,CSK,MS Dhoni,7,Marco Jansen,c Umran Malik b Marco Jansen,3,6,3,3,0,0,0,0,50.00,5.0,6,0
17,1,CSK,Dwayne Bravo,8,,not out,8,5,0,4,0,0,1,0,160.00,,5,0
17,1,CSK,Chris Jordan,9,,not out,6,3,0,0,3,0,0,0,200.00,,3,0
17,1,CSK,Mukesh Choudhary,10,,,0,0,0,0,0,0,0,0,-,,0,0
17,1,CSK,Maheesh Theekshana,11,,,0,0,0,0,0,0,0,0,-,,0,0
17,2,SRH,Abhishek Sharma,1,Dwayne Bravo,c Chris Jordan b Dwayne Bravo,75,50,12,23,7,0,5,3,150.00,2.0,26,24
17,2,SRH,Kane Williamson,2,Mukesh Choudhary,c Moeen Ali b Mukesh Choudhary,32,40,20,16,1,0,2,1,80.00,1.0,18,22
17,2,SRH,Rahul Tripathi,3,,not out,39,15,1,7,0,0,5,2,260.00,,12,2
17,2,SRH,Nicholas Pooran,5,,not out,5,2,0,1,0,0,1,0,250.00,,2,0
17,2,SRH,Aiden Markram,4,,,0,0,0,0,0,0,0,0,-,,0,0
17,2,SRH,Washington Sundar,6,,,0,0,0,0,0,0,0,0,-,,0,0
17,2,SRH,Shashank Singh,7,,,0,0,0,0,0,0,0,0,-,,0,0
17,2,SRH,Bhuvneshwar Kumar,8,,,0,0,0,0,0,0,0,0,-,,0,0
17,2,SRH,Marco Jansen,9,,,0,0,0,0,0,0,0,0,-,,0,0
17,2,SRH,T Natarajan,10,,,0,0,0,0,0,0,0,0,-,,0,0
17,2,SRH,Umran Malik,11,,,0,0,0,0,0,0,0,0,-,,0,0
18,1,MI,Ishan Kishan,2,Akash Deep,c Mohammed Siraj b Akash Deep,26,28,14,9,1,1,3,0,92.86,4.0,22,6
18,1,MI,Rohit Sharma,1,Harshal Patel,c & b Harshal Patel,26,15,8,0,2,0,4,1,173.33,1.0,13,2
18,1,MI,Dewald Brevis,3,Wanindu Hasaranga,lbw Wanindu Hasaranga,8,11,6,4,0,0,1,0,72.73,10.0,9,2
18,1,MI,Suryakumar Yadav,4,,not out,68,37,15,10,1,0,5,6,183.78,,21,15
18,1,MI,Tilak Varma,5,Akash Deep,run out (Glenn Maxwell),0,3,3,0,0,0,0,0,0.00,3.0,3,0
18,1,MI,Kieron Pollard,6,Wanindu Hasaranga,lbw Wanindu Hasaranga,0,1,1,0,0,0,0,0,0.00,6.0,0,1
18,1,MI,Ramandeep Singh,7,Harshal Patel,c Dinesh Karthik b Harshal Patel,6,12,7,4,1,0,0,0,50.00,2.0,6,6
18,1,MI,Jaydev Unadkat,9,,not out,13,14,6,5,2,0,1,0,92.86,,10,4
18,1,MI,Murugan Ashwin,8,,,0,0,0,0,0,0,0,0,-,,0,0
18,1,MI,Jasprit Bumrah,10,,,0,0,0,0,0,0,0,0,-,,0,0
18,1,MI,Basil Thampi,11,,,0,0,0,0,0,0,0,0,-,,0,0
18,2,RCB,Faf Du Plessis,1,Jaydev Unadkat,c Suryakumar Yadav b Jaydev Unadkat,16,24,12,10,1,0,1,0,66.67,1.0,16,8
18,2,RCB,Anuj Rawat,2,Jaydev Unadkat,run out (Ramandeep Singh),66,47,19,18,2,0,2,6,140.43,2.0,40,7
18,2,RCB,Virat Kohli,3,Dewald Brevis,lbw Dewald Brevis,48,36,10,16,3,2,5,0,133.33,6.0,32,4
18,2,RCB,Dinesh Karthik,6,,not out,7,2,0,1,0,0,0,1,350.00,,2,0
18,2,RCB,Glenn Maxwell,4,,not out,8,2,0,0,0,0,2,0,400.00,,0,2
18,2,RCB,Shahbaz Ahmed,5,,,0,0,0,0,0,0,0,0,-,,0,0
18,2,RCB,Harshal Patel,7,,,0,0,0,0,0,0,0,0,-,,0,0
18,2,RCB,David Willey,8,,,0,0,0,0,0,0,0,0,-,,0,0
18,2,RCB,Wanindu Hasaranga,9,,,0,0,0,0,0,0,0,0,-,,0,0
18,2,RCB,Akash Deep,10,,,0,0,0,0,0,0,0,0,-,,0,0
18,2,RCB,Mohammed Siraj,11,,,0,0,0,0,0,0,0,0,-,,0,0
19,1,DC,Prithvi Shaw,2,Varun Chakaravarthy,b Varun Chakaravarthy,51,29,10,9,1,0,7,2,175.86,9.0,23,6
19,1,DC,David Warner,1,Umesh Yadav,c Ajinkya Rahane b Umesh Yadav,61,45,14,21,2,0,6,2,135.56,3.0,21,22
19,1,DC,Rishabh Pant,4,Andre Russell,c Umesh Yadav b Andre Russell,27,14,4,5,1,0,2,2,192.86,2.0,5,8
19,1,DC,Lalit Yadav,6,Sunil Narine,lbw Sunil Narine,1,4,3,1,0,0,0,0,25.00,10.0,1,3
19,1,DC,Rovman Powell,3,Sunil Narine,c (Sub) Rinku Singh b Sunil Narine,8,6,3,2,0,0,0,1,133.33,1.0,0,6
19,1,DC,Axar Patel,7,,not out,22,14,5,4,2,0,2,1,157.14,,11,3
19,1,DC,Shardul Thakur,8,,not out,29,11,1,5,1,0,1,3,263.64,,11,0
19,1,DC,Sarfaraz Khan,5,,,0,0,0,0,0,0,0,0,-,,0,0
19,1,DC,Kuldeep Yadav,9,,,0,0,0,0,0,0,0,0,-,,0,0
19,1,DC,Khaleel Ahmed,10,,,0,0,0,0,0,0,0,0,-,,0,0
19,1,DC,Mustafizur Rahman,11,,,0,0,0,0,0,0,0,0,-,,0,0
19,2,KKR,Ajinkya Rahane,1,Khaleel Ahmed,c Shardul Thakur b Khaleel Ahmed,8,14,9,4,0,0,1,0,57.14,1.0,14,0
19,2,KKR,Venkatesh Iyer,2,Khaleel Ahmed,c Axar Patel b Khaleel Ahmed,18,8,3,2,0,0,1,2,225.00,2.0,8,0
19,2,KKR,Shreyas Iyer,3,Kuldeep Yadav,st Rishabh Pant b Kuldeep Yadav,54,33,8,14,4,0,5,2,163.64,5.0,13,20
19,2,KKR,Nitish Rana,5,Lalit Yadav,c Prithvi Shaw b Lalit Yadav,30,20,7,8,2,0,0,3,150.00,8.0,7,13
19,2,KKR,Andre Russell,6,Shardul Thakur,c Sarfaraz Khan b Shardul Thakur,24,21,8,8,2,0,3,0,114.29,3.0,16,5
19,2,KKR,Sam Billings,4,Khaleel Ahmed,c Lalit Yadav b Khaleel Ahmed,15,9,3,3,1,0,1,1,166.67,9.0,3,6
19,2,KKR,Pat Cummins,7,Kuldeep Yadav,lbw Kuldeep Yadav,4,3,2,0,0,0,1,0,133.33,11.0,2,1
19,2,KKR,Sunil Narine,8,Kuldeep Yadav,c Rovman Powell b Kuldeep Yadav,4,2,1,0,0,0,1,0,200.00,6.0,0,2
19,2,KKR,Umesh Yadav,11,Kuldeep Yadav,c & b Kuldeep Yadav,0,1,1,0,0,0,0,0,0.00,4.0,0,1
19,2,KKR,Rasikh Salam,9,Shardul Thakur,c Rovman Powell b Shardul Thakur,7,6,4,0,0,1,1,0,116.67,7.0,6,0
19,2,KKR,Varun Chakaravarthy,10,,not out,1,1,0,1,0,0,0,0,100.00,,1,0
20,1,RR,Jos Buttler,1,Avesh Khan,b Avesh Khan,13,11,6,3,0,0,1,1,118.18,6.0,10,1
20,1,RR,Devdutt Padikkal,3,Krishnappa Gowtham,c Jason Holder b Krishnappa Gowtham,29,29,15,9,0,0,4,0,100.00,2.0,20,9
20,1,RR,Sanju Samson,4,Jason Holder,lbw Jason Holder,13,12,6,3,1,0,2,0,108.33,7.0,9,3
20,1,RR,Rassie van der Dussen,2,Krishnappa Gowtham,b Krishnappa Gowtham,4,4,3,0,0,0,1,0,100.00,9.0,3,1
20,1,RR,Shimron Hetmyer,5,,not out,59,36,12,15,2,0,1,6,163.89,,15,21
20,1,RR,Ravichandran Ashwin,7,Avesh Khan,retired out,28,23,7,12,2,0,0,2,121.74,10.0,10,13
20,1,RR,Riyan Parag,6,Jason Holder,c Krishnappa Gowtham b Jason Holder,8,4,1,2,0,0,0,1,200.00,1.0,4,0
20,1,RR,Trent Boult,10,,not out,2,1,0,0,1,0,0,0,200.00,,1,0
20,1,RR,Kuldeep Sen,8,,,0,0,0,0,0,0,0,0,-,,0,0
20,1,RR,Prasidh Krishna,9,,,0,0,0,0,0,0,0,0,-,,0,0
20,1,RR,Yuzvendra Chahal,11,,,0,0,0,0,0,0,0,0,-,,0,0
20,2,LSG,K L Rahul,1,Trent Boult,b Trent Boult,0,1,1,0,0,0,0,0,0.00,7.0,1,0
20,2,LSG,Quinton De Kock,2,Yuzvendra Chahal,c Riyan Parag b Yuzvendra Chahal,39,32,8,18,2,1,2,1,121.88,1.0,14,18
20,2,LSG,Krishnappa Gowtham,8,Trent Boult,lbw Trent Boult,0,1,1,0,0,0,0,0,0.00,6.0,1,0
20,2,LSG,Jason Holder,7,Prasidh Krishna,c Ravichandran Ashwin b Prasidh Krishna,8,14,12,0,0,0,2,0,57.14,3.0,14,0
20,2,LSG,Deepak Hooda,4,Kuldeep Sen,b Kuldeep Sen,25,24,9,11,1,0,3,0,104.17,8.0,13,11
20,2,LSG,Ayush Badoni,5,Yuzvendra Chahal,c Riyan Parag b Yuzvendra Chahal,5,7,2,5,0,0,0,0,71.43,2.0,2,5
20,2,LSG,Krunal Pandya,6,Yuzvendra Chahal,b Yuzvendra Chahal,22,15,4,5,3,1,2,0,146.67,5.0,9,6
20,2,LSG,Marcus Stoinis,3,,not out,38,17,6,4,1,0,2,4,223.53,,13,4
20,2,LSG,Dushmantha Chameera,9,Yuzvendra Chahal,lbw Yuzvendra Chahal,13,7,2,1,2,0,2,0,185.71,11.0,4,3
20,2,LSG,Avesh Khan,11,,not out,7,2,0,1,0,0,0,1,350.00,,1,1
20,2,LSG,Ravi Bishnoi,10,,,0,0,0,0,0,0,0,0,-,,0,0
21,1,GT,Matthew Wade,1,Umran Malik,lbw Umran Malik,19,19,9,7,0,0,3,0,100.00,10.0,12,7
21,1,GT,Shubman Gill,2,Bhuvneshwar Kumar,c Rahul Tripathi b Bhuvneshwar Kumar,7,9,5,3,0,0,1,0,77.78,2.0,9,0
21,1,GT,Sai Sudharsan,3,T Natarajan,c Kane Williamson b T Natarajan,11,9,4,3,0,0,2,0,122.22,5.0,8,1
21,1,GT,Hardik Pandya,4,,not out,50,42,11,24,2,0,4,1,119.05,,30,12
21,1,GT,David Miller,5,Marco Jansen,c Abhishek Sharma b Marco Jansen,12,15,5,8,2,0,0,0,80.00,4.0,11,4
21,1,GT,Abhinav Manohar,7,Bhuvneshwar Kumar,c Rahul Tripathi b Bhuvneshwar Kumar,35,21,7,7,1,0,5,1,166.67,3.0,21,0
21,1,GT,Rahul Tewatia,6,T Natarajan,run out (Nicholas Pooran),6,4,1,2,0,0,1,0,150.00,1.0,4,0
21,1,GT,Rashid Khan,8,T Natarajan,b T Natarajan,0,1,1,0,0,0,0,0,0.00,7.0,1,0
21,1,GT,Lockie Ferguson,9,,,0,0,0,0,0,0,0,0,-,,0,0
21,1,GT,Mohammad Shami,10,,,0,0,0,0,0,0,0,0,-,,0,0
21,1,GT,Darshan Nalkande,11,,,0,0,0,0,0,0,0,0,-,,0,0
21,2,SRH,Abhishek Sharma,1,Rashid Khan,c Sai Sudharsan b Rashid Khan,42,32,12,10,4,0,6,0,131.25,2.0,24,8
21,2,SRH,Kane Williamson,2,Hardik Pandya,c Rahul Tewatia b Hardik Pandya,57,46,19,17,4,0,2,4,123.91,1.0,36,10
21,2,SRH,Rahul Tripathi,3,Rahul Tewatia,Retired Hurt,17,11,3,5,1,0,1,1,154.55,,6,5
